algo,grid,n_rooms,seed,time_s,nodes_explored,backtracks,succeeded,error,rooms_built,connected,has_key,solvable,start_boss_dist,branching,dead_end_ratio,n_start,n_normal,n_treasure,n_boss,n_trap,n_merchant
DFS,12,35,14,0.0002750510000169015,34,0,1,,35,1,1,1,32,1.9428571428571428,0.11428571428571428,1,19,5,1,5,4
DFS,12,35,15,0.00027766599998813035,34,0,1,,35,1,1,1,28,1.9428571428571428,0.11428571428571428,1,21,8,1,4,0
DFS,12,35,16,0.00029767399996671884,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,19,7,1,5,2
DFS,12,35,17,0.00030269300009422295,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,20,7,1,3,3
DFS,12,35,18,0.0002909309999949983,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,15,8,1,5,5
DFS,12,35,19,0.00025699799994072237,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,18,7,1,5,3
DFS,12,35,20,0.00026310900000225956,34,0,1,,35,1,1,1,20,1.9428571428571428,0.08571428571428572,1,18,8,1,3,4
DFS,12,35,21,0.00026770800002395845,34,0,1,,35,1,1,1,20,1.9428571428571428,0.08571428571428572,1,24,2,1,4,3
DFS,12,35,22,0.00026648599998679856,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,16,12,1,2,3
DFS,12,35,23,0.0002873949999866454,34,0,1,,35,1,1,1,32,1.9428571428571428,0.08571428571428572,1,15,11,1,3,4
DFS,12,35,24,0.0002846299998964241,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,20,9,1,1,3
DFS,12,35,25,0.00027934900003856455,34,0,1,,35,1,1,1,18,1.9428571428571428,0.08571428571428572,1,17,4,1,3,9
DFS,12,35,26,0.0002700720000348156,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,22,7,1,1,3
DFS,12,35,27,0.0002695219999395704,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,22,5,1,3,3
DFS,12,35,28,0.00028487999998105806,34,0,1,,35,1,1,1,30,1.9428571428571428,0.08571428571428572,1,16,7,1,4,6
DFS,12,35,29,0.0002908409999236028,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,19,10,1,3,1
Greedy,12,35,0,0.0023185219999959372,631,0,1,,35,1,1,1,25,2.0,0.2571428571428571,1,20,7,1,3,3
Greedy,12,35,1,0.0022995660000333373,603,0,1,,35,1,1,1,23,2.0,0.2,1,16,6,1,4,7
Greedy,12,35,2,0.0020604719999255394,541,0,1,,35,1,1,1,12,2.1142857142857143,0.22857142857142856,1,18,7,1,2,6
Greedy,12,35,3,0.00232131699999627,639,0,1,,35,1,1,1,20,2.0,0.22857142857142856,1,16,9,1,3,5
Greedy,12,35,4,0.002229897000006531,609,0,1,,35,1,1,1,24,2.1142857142857143,0.17142857142857143,1,20,8,1,2,3
Greedy,12,35,5,0.002395393999904627,630,0,1,,35,1,1,1,20,2.057142857142857,0.2,1,17,8,1,3,5
Greedy,12,35,6,0.002359858999966491,644,0,1,,35,1,1,1,18,1.9428571428571428,0.22857142857142856,1,18,4,1,7,4
Greedy,12,35,7,0.002290800000082527,635,0,1,,35,1,1,1,10,2.1142857142857143,0.17142857142857143,1,17,3,1,3,10
Greedy,12,35,8,0.002085708999970848,545,0,1,,35,1,1,1,18,2.1142857142857143,0.17142857142857143,1,18,10,1,4,1
Greedy,12,35,9,0.002283798000007664,622,0,1,,35,1,1,1,20,2.057142857142857,0.2,1,14,6,1,7,6
Greedy,12,35,10,0.0022352670000600483,609,0,1,,35,1,1,1,22,2.057142857142857,0.17142857142857143,1,17,8,1,4,4
Greedy,12,35,11,0.0021355820000508174,554,0,1,,35,1,1,1,20,2.1142857142857143,0.17142857142857143,1,19,6,1,5,3
Greedy,12,35,12,0.002472128000022167,592,0,1,,35,1,1,1,17,2.1142857142857143,0.17142857142857143,1,20,10,1,2,1
Greedy,12,35,13,0.002476505000004181,665,0,1,,35,1,1,1,27,1.9428571428571428,0.2,1,23,6,1,1,3
Greedy,12,35,14,0.0023163079999903857,628,0,1,,35,1,1,1,19,1.9428571428571428,0.2571428571428571,1,20,5,1,2,6
Greedy,12,35,15,0.0022915810000085912,594,0,1,,35,1,1,1,26,1.9428571428571428,0.2,1,13,12,1,4,4
Greedy,12,35,16,0.0022857909999629555,610,0,1,,35,1,1,1,28,1.9428571428571428,0.22857142857142856,1,20,7,1,4,2
Greedy,12,35,17,0.0023091839999551667,643,0,1,,35,1,1,1,18,2.057142857142857,0.2,1,17,5,1,5,6
Greedy,12,35,18,0.002491564000024482,659,0,1,,35,1,1,1,23,1.9428571428571428,0.2,1,18,8,1,5,2
Greedy,12,35,19,0.0021582030000217856,544,0,1,,35,1,1,1,28,2.057142857142857,0.14285714285714285,1,17,7,1,7,2
Greedy,12,35,20,0.0023383689999718626,637,0,1,,35,1,1,1,13,2.057142857142857,0.2,1,20,9,1,2,2
Greedy,12,35,21,0.002137185000037789,560,0,1,,35,1,1,1,28,1.9428571428571428,0.17142857142857143,1,16,9,1,4,4
Greedy,12,35,22,0.002334781999934421,597,0,1,,35,1,1,1,24,2.1142857142857143,0.14285714285714285,1,18,8,1,3,4
Greedy,12,35,23,0.0022891370000479583,605,0,1,,35,1,1,1,22,2.0,0.2,1,25,5,1,2,1
Greedy,12,35,24,0.002329391999978725,640,0,1,,35,1,1,1,25,2.057142857142857,0.2,1,19,5,1,5,4
Greedy,12,35,25,0.002384504999895398,611,0,1,,35,1,1,1,25,2.0,0.17142857142857143,1,21,6,1,2,4
Greedy,12,35,26,0.0023308050000423464,625,0,1,,35,1,1,1,24,2.0,0.2,1,25,4,1,3,1
Greedy,12,35,27,0.002302031999988685,619,0,1,,35,1,1,1,27,2.0,0.17142857142857143,1,22,6,1,1,4
Greedy,12,35,28,0.0023195840000198586,587,0,1,,35,1,1,1,20,2.1142857142857143,0.17142857142857143,1,21,7,1,1,4
Greedy,12,35,29,0.002345992999948976,639,0,1,,35,1,1,1,16,2.1142857142857143,0.17142857142857143,1,19,9,1,1,4
